"X.1","X","Y","EOBS_available","DevSuccess_available","Precipitation_available"
99,30.0824792427011,47.9062410025468,TRUE,TRUE,TRUE
100,32.8160900552757,48.0690589464783,TRUE,TRUE,TRUE
106,0.996478642337021,42.3768933524487,TRUE,TRUE,TRUE
107,2.51328760525211,49.2597393537362,TRUE,TRUE,TRUE
109,2.97008798923343,44.4141170434895,TRUE,TRUE,TRUE
110,20.3389454889111,50.9039258188818,TRUE,TRUE,TRUE
111,3.49787091137841,50.3846429177126,TRUE,TRUE,TRUE
114,24.2642074998002,43.8064424010859,TRUE,TRUE,TRUE
116,-7.80144469463267,40.3897828547325,TRUE,TRUE,TRUE
117,10.3303109470289,54.1272590656971,TRUE,TRUE,TRUE
120,22.7326404128689,47.7303910381042,TRUE,TRUE,TRUE
121,-0.732666022377092,42.8881310607167,TRUE,TRUE,TRUE
123,22.6060138945468,47.9825445282073,TRUE,TRUE,TRUE
126,25.1377954008058,41.212593694258,TRUE,TRUE,TRUE
127,30.8524998498615,50.9618319038175,TRUE,TRUE,TRUE
128,-1.57668511499651,53.1990203488981,TRUE,TRUE,TRUE
129,6.05837042327039,50.058997523612,TRUE,TRUE,TRUE
130,0.367792175384235,46.1326657407914,TRUE,TRUE,TRUE
132,7.71331878611818,48.605861458259,TRUE,TRUE,TRUE
134,11.4393684302922,50.2152631427551,TRUE,TRUE,TRUE
135,34.0164185548201,47.025380591199,TRUE,TRUE,TRUE
137,5.60422626673244,46.939900155339,TRUE,TRUE,TRUE
139,1.03969419491477,44.0561873328628,TRUE,TRUE,TRUE
142,39.5469848043285,45.5669726111876,TRUE,TRUE,TRUE
144,-1.50746029918082,38.564883157928,TRUE,TRUE,TRUE
147,-6.90790091524832,43.2258863804982,TRUE,TRUE,TRUE
148,1.12729453714564,42.2552010484686,TRUE,TRUE,TRUE
152,29.4205857405905,51.772202904246,TRUE,TRUE,TRUE
153,10.7399766345043,44.935478136576,TRUE,TRUE,TRUE
154,33.6054707306903,45.7322228755417,TRUE,TRUE,TRUE
156,-8.1841736775823,54.1326534127864,TRUE,TRUE,TRUE
157,7.70865038852207,52.1631799721002,TRUE,TRUE,TRUE
158,4.60456475266255,51.7843421731439,TRUE,TRUE,TRUE
160,2.43862558505498,46.1859056290675,TRUE,TRUE,TRUE
161,7.14922469574958,52.9486805373678,TRUE,TRUE,TRUE
165,37.3158148175571,48.6599140621842,TRUE,TRUE,TRUE
167,-4.18795326724649,39.5292484340515,TRUE,TRUE,TRUE
169,-1.86422060825862,37.4036577424631,TRUE,TRUE,TRUE
171,27.2785001352895,43.4873714672283,TRUE,TRUE,TRUE
173,22.5270308018662,50.5571575301829,TRUE,TRUE,TRUE
175,19.8301325412467,51.9177192786254,TRUE,TRUE,TRUE
176,43.3750833035447,44.1555994439352,TRUE,TRUE,TRUE
180,7.70408031647093,53.0631752849853,TRUE,TRUE,TRUE
182,9.68843581154942,48.2314153505887,TRUE,TRUE,TRUE
186,29.3444263632409,46.1367878928651,TRUE,TRUE,TRUE
187,37.1343637641985,50.2056467099743,TRUE,TRUE,TRUE
188,19.4021604896989,51.3610457960261,TRUE,TRUE,TRUE
189,17.9747025691904,47.278561928229,TRUE,TRUE,TRUE
190,39.761639200151,51.4414054237641,TRUE,TRUE,TRUE
191,-4.63901543174871,40.749622285209,TRUE,TRUE,TRUE
195,19.6960176026914,54.176329974385,TRUE,TRUE,TRUE
196,43.0666771426331,43.9437391943927,TRUE,TRUE,TRUE
197,9.00254371808841,53.6444812717636,TRUE,TRUE,TRUE
198,22.3391540220473,48.5788963840745,TRUE,TRUE,TRUE
199,40.4551203548908,45.587411190564,TRUE,TRUE,TRUE
200,3.0596108478494,44.532738459832,TRUE,TRUE,TRUE
202,4.13385205320082,43.8209145040439,TRUE,TRUE,TRUE
205,15.4381638590712,51.5865753934078,TRUE,TRUE,TRUE
207,31.6271374898497,48.9155771048245,TRUE,TRUE,TRUE
208,-2.3489523481112,38.2322579674169,TRUE,TRUE,TRUE
211,42.0206827914808,46.2736528294105,TRUE,TRUE,TRUE
213,5.9789792727679,49.0125376113086,TRUE,TRUE,TRUE
216,14.7242499992717,46.4265932826855,TRUE,TRUE,TRUE
217,14.1111814032774,41.3611728072571,TRUE,TRUE,TRUE
219,21.3852665072773,46.5324361415241,TRUE,TRUE,TRUE
220,32.7674087858759,52.0554760024849,TRUE,TRUE,TRUE
222,37.908867332153,49.7219223187841,TRUE,TRUE,TRUE
226,4.79514649137854,52.3743025073287,TRUE,TRUE,TRUE
227,-7.88561534136534,40.8611849147609,TRUE,TRUE,TRUE
228,-1.24331310391426,42.605818749658,TRUE,TRUE,TRUE
229,31.9534831820056,48.9230757666992,TRUE,TRUE,TRUE
230,16.6721050452907,44.6800503742993,TRUE,TRUE,TRUE
232,32.3613760131411,48.013199244119,TRUE,TRUE,TRUE
233,21.5168674476445,38.0294951684268,TRUE,TRUE,TRUE
234,35.993929868564,45.2971092447807,TRUE,TRUE,TRUE
236,28.5153155541047,48.8558197658704,TRUE,TRUE,TRUE
237,32.1331183379516,46.6559315781047,TRUE,TRUE,TRUE
238,13.8382225320674,52.0226201275399,TRUE,TRUE,TRUE
239,15.5112718755845,47.5966317665959,TRUE,TRUE,TRUE
241,15.2092440414708,47.9150056531261,TRUE,TRUE,TRUE
243,3.21755156270228,47.7953029163853,TRUE,TRUE,TRUE
246,6.20681558735668,51.8663948109862,TRUE,TRUE,TRUE
247,-7.54219605471008,37.3525553017091,TRUE,TRUE,TRUE
248,-8.77761386451312,40.0416531359379,TRUE,TRUE,TRUE
251,24.3808722798713,44.1617439517709,TRUE,TRUE,TRUE
254,12.4044084257912,45.8030308652511,TRUE,TRUE,TRUE
255,36.7980506131425,48.5839121883607,TRUE,TRUE,TRUE
257,44.9467843596358,45.561695381603,TRUE,TRUE,TRUE
258,19.8119638964999,52.915460278827,TRUE,TRUE,TRUE
259,26.6849264968187,48.8293837053595,TRUE,TRUE,TRUE
260,-2.9653215315193,48.5262334877987,TRUE,TRUE,TRUE
261,7.90898475912399,53.404287499853,TRUE,TRUE,TRUE
262,26.2549174856394,45.5684399297151,TRUE,TRUE,TRUE
263,1.06325282598845,48.9201250203671,TRUE,TRUE,TRUE
264,13.4258112509269,47.9267916424592,TRUE,TRUE,TRUE
267,-6.77683076937683,42.1654109381273,TRUE,TRUE,TRUE
269,33.2340913184453,47.9539347988575,TRUE,TRUE,TRUE
271,27.5513162626885,42.269585316614,TRUE,TRUE,TRUE
274,-5.01488166395575,36.7559110914593,TRUE,TRUE,TRUE
275,11.6322952113114,48.8469688255967,TRUE,TRUE,TRUE
276,4.64826964773237,48.5265725412268,TRUE,TRUE,TRUE
277,8.75445719924755,45.800443493232,TRUE,TRUE,TRUE
278,16.4514837402385,46.5371074177498,TRUE,TRUE,TRUE
279,16.9206140749156,49.4192644779337,TRUE,TRUE,TRUE
281,-1.28185437177308,54.0685929530666,TRUE,TRUE,TRUE
282,7.99518846091814,44.558722086179,TRUE,TRUE,TRUE
283,27.7807910891715,47.293563564188,TRUE,TRUE,TRUE
291,-3.61259771627374,39.7401576545466,TRUE,TRUE,TRUE
292,28.2715125300456,50.1909827584812,TRUE,TRUE,TRUE
293,40.9850385622121,43.7968310245852,TRUE,TRUE,TRUE
294,32.539227855159,46.5291116223213,TRUE,TRUE,TRUE
295,-10.2766538865399,52.1359831363476,TRUE,TRUE,TRUE
298,-0.361626807134602,41.2684668647668,TRUE,TRUE,TRUE
299,9.75294395233504,50.7483475347671,TRUE,TRUE,TRUE
301,21.0113740502857,40.7292733804679,TRUE,TRUE,TRUE
304,19.2191887425724,46.9382466307312,TRUE,TRUE,TRUE
310,5.73668188415467,48.7568609601524,TRUE,TRUE,TRUE
311,18.7659495230764,52.7391116802555,TRUE,TRUE,TRUE
313,6.84513962245546,46.7074734962145,TRUE,TRUE,TRUE
314,-4.78045779513196,39.5082874696665,TRUE,TRUE,TRUE
315,29.5811393694021,48.6279065476425,TRUE,TRUE,TRUE
316,-4.94474019738846,36.9158820758832,TRUE,TRUE,TRUE
317,7.74377293302677,44.006063093523,TRUE,TRUE,TRUE
318,24.3695180781651,43.8450283005776,TRUE,TRUE,TRUE
320,1.24923437600955,47.4090481678546,TRUE,TRUE,TRUE
324,22.0452843024395,40.6033720128357,TRUE,TRUE,TRUE
326,25.4301244951785,46.5193661251145,TRUE,TRUE,TRUE
328,-9.35080928029493,53.9032808922392,TRUE,TRUE,TRUE
329,16.1829838727135,40.9862681912254,TRUE,TRUE,TRUE
332,9.58856540382839,49.7292361123381,TRUE,TRUE,TRUE
333,24.6917938010301,44.7504277325092,TRUE,TRUE,TRUE
335,20.1022399438079,43.1809521726174,TRUE,TRUE,TRUE
336,26.8034327204805,45.8116736902483,TRUE,TRUE,TRUE
338,4.40725447144359,47.0893222342879,TRUE,TRUE,TRUE
340,-5.0091435352806,41.815747010931,TRUE,TRUE,TRUE
342,10.9557134134229,50.483737722242,TRUE,TRUE,TRUE
343,0.926752059021961,48.053049506562,TRUE,TRUE,TRUE
344,-5.42330373078585,43.3356944440563,TRUE,TRUE,TRUE
346,18.9073215890676,50.0573034517118,TRUE,TRUE,TRUE
350,28.9410200039856,48.172228272199,TRUE,TRUE,TRUE
351,1.70774123864248,46.8562913591665,TRUE,TRUE,TRUE
356,2.54036511643789,48.8557382071806,TRUE,TRUE,TRUE
357,21.9112147809938,47.2174576721274,TRUE,TRUE,TRUE
359,19.2225896986201,54.2069929158432,TRUE,TRUE,TRUE
360,2.51306416699662,43.6202709143469,TRUE,TRUE,TRUE
362,40.708649995504,50.1808098681654,TRUE,TRUE,TRUE
366,-7.78640969423578,42.7162070671929,TRUE,TRUE,TRUE
368,26.7846987454686,43.6245694623837,TRUE,TRUE,TRUE
369,44.2922787577845,45.3174465337706,TRUE,TRUE,TRUE
372,16.7884721094742,47.6417470389791,TRUE,TRUE,TRUE
376,24.6844471257646,52.8809507629743,TRUE,TRUE,TRUE
377,2.11950351367704,42.0197505080291,TRUE,TRUE,TRUE
379,34.1160720016342,46.4251891158569,TRUE,TRUE,TRUE
381,0.746932162437584,51.7515167719305,TRUE,TRUE,TRUE
382,33.4263937314972,48.4700498038395,TRUE,TRUE,TRUE
383,-5.84470063797199,39.0942142834637,TRUE,TRUE,TRUE
384,32.1217292221263,47.5134821713683,TRUE,TRUE,TRUE
387,34.3298278318252,51.8427886732512,TRUE,TRUE,TRUE
388,-6.65735439630226,41.2350226815702,TRUE,TRUE,TRUE
393,37.4697775929235,47.6448606359378,TRUE,TRUE,TRUE
397,5.47802254674025,59.4331766855254,TRUE,TRUE,TRUE
399,14.5767539483495,41.1803541790779,TRUE,TRUE,TRUE
401,-6.11136385938153,54.1584030939639,TRUE,TRUE,TRUE
402,11.8534916080534,51.540909208208,TRUE,TRUE,TRUE
403,11.3742507982533,44.2563965454992,TRUE,TRUE,TRUE
405,-2.92771186679602,41.3450201048167,TRUE,TRUE,TRUE
408,39.6400209283456,50.511657453895,TRUE,TRUE,TRUE
409,44.0203494066373,43.3193972726824,TRUE,TRUE,TRUE
411,3.6163369694259,45.9734132675971,TRUE,TRUE,TRUE
412,-8.4830799442716,54.1243552021421,TRUE,TRUE,TRUE
413,1.41514018643647,44.1051207715212,TRUE,TRUE,TRUE
415,20.4576799483038,42.7457950845355,TRUE,TRUE,TRUE
419,-4.85382446669974,42.6107347110223,TRUE,TRUE,TRUE
420,5.43015864910558,50.7991854181044,TRUE,TRUE,TRUE
421,25.8836084464565,49.5078652830905,TRUE,TRUE,TRUE
422,21.8629695521668,37.7648155567025,TRUE,TRUE,TRUE
424,20.5348995677195,50.3603619862903,TRUE,TRUE,TRUE
428,20.4721541283652,50.4422728879584,TRUE,TRUE,TRUE
429,14.7838979645167,37.2545234091804,TRUE,TRUE,TRUE
430,44.3501585128251,45.2220440054099,TRUE,TRUE,TRUE
431,23.1022534763906,42.6068123220418,TRUE,TRUE,TRUE
433,0.0499238190241122,48.7715628451366,TRUE,TRUE,TRUE
435,41.6280931653455,45.1569451151728,TRUE,TRUE,TRUE
436,4.41084649413824,43.7006640282496,TRUE,TRUE,TRUE
437,20.6645524455234,38.2141663252014,TRUE,TRUE,TRUE
438,20.9331140143331,44.7889509492722,TRUE,TRUE,TRUE
439,28.1658428825904,51.8224435513853,TRUE,TRUE,TRUE
441,18.9833752706181,50.0688531769428,TRUE,TRUE,TRUE
444,37.3319801304024,45.2572536157556,TRUE,TRUE,TRUE
445,-2.28256957489066,40.97470006327,TRUE,TRUE,TRUE
447,-0.293766774702821,45.1077085466459,TRUE,TRUE,TRUE
448,23.9996212976985,46.520052160616,TRUE,TRUE,TRUE
449,-4.65589606785216,39.7311913734853,TRUE,TRUE,TRUE
452,3.81479239440523,46.918129118607,TRUE,TRUE,TRUE
453,15.0598363555036,51.2774693916705,TRUE,TRUE,TRUE
456,30.5395942926407,47.1859620990163,TRUE,TRUE,TRUE
457,-4.00409827008844,39.4432878804314,TRUE,TRUE,TRUE
458,21.9677464908455,48.8861499412305,TRUE,TRUE,TRUE
460,15.049439772265,41.109823891948,TRUE,TRUE,TRUE
461,4.72449122578837,44.6765574932628,TRUE,TRUE,TRUE
462,8.48825925728306,49.4554703749399,TRUE,TRUE,TRUE
464,-1.31689387606457,47.8801233302153,TRUE,TRUE,TRUE
468,-1.97854378144257,54.9454880404128,TRUE,TRUE,TRUE
470,-2.35230943071656,39.4644649148928,TRUE,TRUE,TRUE
471,19.0004895452876,53.0281662332435,TRUE,TRUE,TRUE
472,23.1530675187241,44.4467483453549,TRUE,TRUE,TRUE
474,34.0130358352326,45.4279599818517,TRUE,TRUE,TRUE
477,13.7939159246162,51.010444774371,TRUE,TRUE,TRUE
478,4.68331229989417,45.2425600535245,TRUE,TRUE,TRUE
482,16.6952380025759,50.8106603555842,TRUE,TRUE,TRUE
484,-4.8301646951586,58.1685704259749,TRUE,TRUE,TRUE
485,21.947901226813,38.2591946460321,TRUE,TRUE,TRUE
487,-8.83467213134282,43.1509538223656,TRUE,TRUE,TRUE
489,17.5954919971991,51.0213106744048,TRUE,TRUE,TRUE
491,21.0417864727788,54.0337037605644,TRUE,TRUE,TRUE
497,8.95763570093549,51.193325763787,TRUE,TRUE,TRUE
498,44.8226178565528,43.198305164534,TRUE,TRUE,TRUE
499,23.9080683048814,42.1653655309924,TRUE,TRUE,TRUE
502,23.1265846826136,51.0244011758442,TRUE,TRUE,TRUE
503,-3.44315724098124,57.1126061987645,TRUE,TRUE,TRUE
504,27.8849106526468,43.3904022922726,TRUE,TRUE,TRUE
505,-7.0104116294533,41.0114598527142,TRUE,TRUE,TRUE
507,21.633431193186,48.5046841663724,TRUE,TRUE,TRUE
509,16.1272283550352,44.9788547588914,TRUE,TRUE,TRUE
510,16.1827366286889,51.7207979097455,TRUE,TRUE,TRUE
513,0.649482239969071,44.3990638441213,TRUE,TRUE,TRUE
514,4.86337356851436,51.4453211469751,TRUE,TRUE,TRUE
516,-0.120649753371257,45.4264423080851,TRUE,TRUE,TRUE
517,12.5714543706272,53.036825286607,TRUE,TRUE,TRUE
519,-4.40314479870722,55.7036212093907,TRUE,TRUE,TRUE
520,32.1393137704581,48.2030838207932,TRUE,TRUE,TRUE
521,2.05014026723802,43.80483344465,TRUE,TRUE,TRUE
522,21.4888714090921,44.9975531371822,TRUE,TRUE,TRUE
523,7.0720376749523,47.5798607974415,TRUE,TRUE,TRUE
524,17.8469471458811,45.0048720087558,TRUE,TRUE,TRUE
526,16.6894023807254,49.411548938528,TRUE,TRUE,TRUE
530,2.94095702236518,50.459837061946,TRUE,TRUE,TRUE
532,14.1662478097714,53.0884797490263,TRUE,TRUE,TRUE
534,18.3284223836381,45.3294257319627,TRUE,TRUE,TRUE
537,19.3609526124783,47.3986091879611,TRUE,TRUE,TRUE
539,2.76500016800128,44.3802304158233,TRUE,TRUE,TRUE
541,31.0403481021058,48.4219967489299,TRUE,TRUE,TRUE
542,1.27847648691386,41.2496137928314,TRUE,TRUE,TRUE
543,-6.86307495459915,43.5207260629363,TRUE,TRUE,TRUE
544,9.80901593691669,52.0763021563271,TRUE,TRUE,TRUE
545,27.403787371004,43.5235370112599,TRUE,TRUE,TRUE
546,9.30784778902307,52.9436590500991,TRUE,TRUE,TRUE
547,21.7665030818898,41.666035825356,TRUE,TRUE,TRUE
550,-2.65898913610727,41.3338310686187,TRUE,TRUE,TRUE
551,-2.16501854825765,41.6318209180768,TRUE,TRUE,TRUE
552,30.9013773465995,50.4254584156371,TRUE,TRUE,TRUE
554,-2.64101152773947,51.1780311196186,TRUE,TRUE,TRUE
556,20.8869632845744,41.6547906552228,TRUE,TRUE,TRUE
561,17.2790655773133,46.0458366847976,TRUE,TRUE,TRUE
562,3.11941790161654,46.8659709899897,TRUE,TRUE,TRUE
563,37.9093876085244,47.5933337508162,TRUE,TRUE,TRUE
567,38.7747208704241,47.850419258233,TRUE,TRUE,TRUE
568,44.2889066622593,44.5244008917694,TRUE,TRUE,TRUE
569,15.2323070797138,40.5716972779687,TRUE,TRUE,TRUE
570,10.1957693812437,48.8224255556449,TRUE,TRUE,TRUE
571,5.05043907556682,50.2194834974362,TRUE,TRUE,TRUE
572,12.2321159043349,53.5191502011001,TRUE,TRUE,TRUE
577,16.7494952853303,40.7480585198839,TRUE,TRUE,TRUE
580,22.8118723537773,41.7733603585384,TRUE,TRUE,TRUE
583,15.6140093726572,47.0168217926452,TRUE,TRUE,TRUE
584,39.0374738466926,44.7957750522747,TRUE,TRUE,TRUE
586,-3.97083213669248,39.98501950352,TRUE,TRUE,TRUE
588,11.8739172152709,44.9553989676579,TRUE,TRUE,TRUE
589,20.5342540424317,46.10162388976,TRUE,TRUE,TRUE
590,19.8343929869588,52.5450247049879,TRUE,TRUE,TRUE
591,1.55399731593206,42.0737926105536,TRUE,TRUE,TRUE
594,11.7969096987508,48.1037290544492,TRUE,TRUE,TRUE
595,40.3468698321376,50.2104675199984,TRUE,TRUE,TRUE
598,21.0205550561659,46.0106881458555,TRUE,TRUE,TRUE
601,13.9405519561842,50.1328571923538,TRUE,TRUE,TRUE
603,1.83407509583048,45.0693743400344,TRUE,TRUE,TRUE
604,25.3360119659919,42.2343957551328,TRUE,TRUE,TRUE
605,11.3354687183164,47.7928834981464,TRUE,TRUE,TRUE
606,28.3016512542963,50.3866934245648,TRUE,TRUE,TRUE
607,-8.73218343709596,53.7012174700476,TRUE,TRUE,TRUE
609,34.4285386882257,47.2783783422939,TRUE,TRUE,TRUE
610,27.6232414518017,44.2245411898429,TRUE,TRUE,TRUE
613,14.8737663018983,41.671314301745,TRUE,TRUE,TRUE
614,11.5104761568364,50.6001940980195,TRUE,TRUE,TRUE
615,-0.806352838408205,48.6949718614077,TRUE,TRUE,TRUE
617,37.0761673757806,49.5755634700829,TRUE,TRUE,TRUE
618,12.202483745059,42.8474313414322,TRUE,TRUE,TRUE
619,9.74810286075808,50.619624984081,TRUE,TRUE,TRUE
624,16.5984559885692,49.1153540000267,TRUE,TRUE,TRUE
626,9.69439412467181,40.4899655751351,TRUE,TRUE,TRUE
628,-6.34736479609274,39.0617932682256,TRUE,TRUE,TRUE
630,-4.87743506790139,39.8464983289232,TRUE,TRUE,TRUE
631,-7.25138158537448,40.5604833391059,TRUE,TRUE,TRUE
632,-1.89665677840822,48.622109202257,TRUE,TRUE,TRUE
634,11.420761187328,52.3313385340995,TRUE,TRUE,TRUE
636,14.4102481508162,52.4215675360879,TRUE,TRUE,TRUE
637,35.0784016959369,45.6195630092775,TRUE,TRUE,TRUE
642,18.6177125573158,49.9510069634883,TRUE,TRUE,TRUE
643,27.9277825122699,49.1284943283672,TRUE,TRUE,TRUE
646,-7.05243600066752,53.9550668693332,TRUE,TRUE,TRUE
649,29.8963916790672,50.593918596711,TRUE,TRUE,TRUE
650,39.0344254521187,49.0847111422215,TRUE,TRUE,TRUE
652,22.2002452856395,44.0670276239632,TRUE,TRUE,TRUE
654,23.9213372138329,46.5197535667795,TRUE,TRUE,TRUE
657,1.26921333372593,43.8339477865535,TRUE,TRUE,TRUE
658,13.5262071108445,45.9753241920765,TRUE,TRUE,TRUE
659,-3.07585498667322,39.5972054874262,TRUE,TRUE,TRUE
662,-1.48467540857382,41.8668939991425,TRUE,TRUE,TRUE
663,-0.539756902726371,40.6775862301127,TRUE,TRUE,TRUE
664,31.501414909726,51.1996920172642,TRUE,TRUE,TRUE
665,37.8547475265805,45.1784935224503,TRUE,TRUE,TRUE
667,23.8275290897582,52.6089977874404,TRUE,TRUE,TRUE
671,21.36343882652,46.8991995458358,TRUE,TRUE,TRUE
675,21.0571376071311,45.0329637679577,TRUE,TRUE,TRUE
676,8.67581356200389,48.112888400943,TRUE,TRUE,TRUE
683,9.24630199093371,40.2863142550571,TRUE,TRUE,TRUE
688,-3.74803889193572,55.6714062952428,TRUE,TRUE,TRUE
689,9.35182091896422,55.7627957757013,TRUE,TRUE,TRUE
691,12.5590909738094,48.6931719973845,TRUE,TRUE,TRUE
692,-1.81069323793054,48.0616842102106,TRUE,TRUE,TRUE
695,21.2796111765783,40.1530881440463,TRUE,TRUE,TRUE
696,26.4631226973142,44.1357768609212,TRUE,TRUE,TRUE
700,8.05249070283025,45.3871435402518,TRUE,TRUE,TRUE
702,30.5325216939673,48.9493779550367,TRUE,TRUE,TRUE
703,-1.29799633286894,51.4295172125464,TRUE,TRUE,TRUE
707,29.5711044280324,49.6557738123188,TRUE,TRUE,TRUE
709,8.0032133962959,51.7004435718009,TRUE,TRUE,TRUE
711,12.7295681880787,49.7088450085397,TRUE,TRUE,TRUE
713,17.3150281794369,45.375372457237,TRUE,TRUE,TRUE
715,17.7937701123301,47.2938280914863,TRUE,TRUE,TRUE
716,23.8991964864545,54.9808795682772,TRUE,TRUE,TRUE
719,-5.0697827921249,42.6563028337634,TRUE,TRUE,TRUE
721,16.5346726297867,45.2882862456534,TRUE,TRUE,TRUE
725,9.16533465031534,41.0977650566734,TRUE,TRUE,TRUE
726,14.6820373157971,56.3263570278411,TRUE,TRUE,TRUE
730,14.3034414411522,41.1382561844758,TRUE,TRUE,TRUE
732,5.92512693023309,52.1232571716246,TRUE,TRUE,TRUE
733,8.18420846248045,52.0240106034383,TRUE,TRUE,TRUE
736,16.6540035954677,53.5313941110478,TRUE,TRUE,TRUE
737,14.0103705844376,50.634547004362,TRUE,TRUE,TRUE
740,21.4472759049386,46.7420943580004,TRUE,TRUE,TRUE
742,25.0271493638866,48.922953031497,TRUE,TRUE,TRUE
744,24.2177681799512,49.2906943301761,TRUE,TRUE,TRUE
745,27.849226394901,46.1295231929926,TRUE,TRUE,TRUE
746,18.3103881438728,53.7431712097122,TRUE,TRUE,TRUE
747,-4.71617976669222,50.4086576104495,TRUE,TRUE,TRUE
748,0.0406567612662876,44.5409270885018,TRUE,TRUE,TRUE
752,25.7422046293505,45.8481651184948,TRUE,TRUE,TRUE
755,10.3297069040127,45.0512424144906,TRUE,TRUE,TRUE
756,19.9666895461269,41.7005823285224,TRUE,TRUE,TRUE
757,21.4931109698955,38.0981516682313,TRUE,TRUE,TRUE
758,15.5449778935872,45.0304360330327,TRUE,TRUE,TRUE
759,10.4385223635472,43.885363401725,TRUE,TRUE,TRUE
762,24.748927722685,44.4370734720946,TRUE,TRUE,TRUE
763,30.0499342440162,50.7101885413546,TRUE,TRUE,TRUE
765,35.8897083927877,48.0294558926973,TRUE,TRUE,TRUE
766,43.9693115779664,45.7048091069574,TRUE,TRUE,TRUE
768,-8.208896642318,38.4794834683215,TRUE,TRUE,TRUE
772,-0.367658489849422,47.2736631264646,TRUE,TRUE,TRUE
773,29.2268420872278,49.3795329810668,TRUE,TRUE,TRUE
774,34.748422150733,51.6597792419629,TRUE,TRUE,TRUE
776,1.06931918067857,43.5510936047223,TRUE,TRUE,TRUE
777,-2.72281252429821,51.051868487466,TRUE,TRUE,TRUE
